"id","sex","birthdate","status","mom","dad","number_littermates","litrank","birthYear","clan","rank","stan_rank","dengrad","weaned","disappeared","disappeared_event_status","dispersal","mating"
"gum","m",1993-11-25,"r","dj",NA,"2","2",1993,"talek",4,0.7,NA,NA,1994-02-22,"dead",NA,NA
"gumy","f",2013-11-04,"r","sau",NA,"1","1",2013,"serena.n",8,0.3,2014-06-10,2014-09-08,2018-05-13,"dls",NA,2016-12-23
"gurl","m",2015-01-08,"r","hkr",NA,"0",NA,2015,"serena.n",6,0.5,NA,NA,2015-03-05,"dead",NA,NA
"gus","f",2010-03-06,"r","juno",NA,NA,NA,2010,"talek",2,0.92,2010-11-27,2010-11-15,2011-03-29,"dls",NA,NA
"gwiz","f",2013-12-09,"r","dk",NA,"1",NA,2013,"talek",47,-0.95,NA,NA,NA,"dls",NA,2017-04-05
"gwrk","u",2014-09-23,"r","pala",NA,"1","2",2014,"serena.s",12,-0.22,NA,NA,2014-10-28,"dls",NA,NA
"gyps","m",2011-10-30,"r","mos",NA,"1","2",2011,"talek",9,0.57,2012-09-15,2012-08-15,2013-02-05,"dls",NA,NA
"hach","m",2016-01-12,"r","cybr",NA,NA,NA,2016,"talek",11,0.66,2016-10-07,2016-10-17,2019-11-15,"dls",NA,NA
"hade","u",2010-12-18,"r","mrph",NA,"1",NA,2010,"talek",1,1,NA,NA,2011-04-13,"dls",NA,NA
"hag","m",2009-12-20,"r","lcs",NA,"0",NA,2009,"serena.n",18,-1,NA,NA,2010-05-08,"dls",NA,NA
"hagr","u",2010-06-12,"r","ink",NA,"0",NA,2010,"serena.n",11,-0.17,NA,NA,2010-07-15,"dls",NA,NA
"hala","m",2010-11-15,"r","saw",NA,NA,NA,2010,"happy.zebra",4,0.45,2011-11-15,NA,2011-06-26,"dls",NA,NA
"hall","u",2012-11-17,"r","shrm",NA,"1","2",2012,"serena.n",7,0.4,NA,NA,2013-01-01,"dls",NA,NA
"hamm","m",2009-02-01,"r","baez",NA,"0",NA,2009,"talek",22,-1,2009-12-16,2009-10-04,2011-11-21,"dls",NA,NA
"hari","u",2012-12-09,"r","peep",NA,"1","1",2012,"serena.n",3,0.8,NA,NA,2013-02-12,"dead",NA,NA
"hath","f",2017-10-14,"r","deth",NA,"0",NA,2017,"serena.s",5,0.6,2018-08-09,NA,2020-10-03,"dls",NA,NA
"haw","f",1997-09-26,"r","who",NA,"1","2",1997,"talek",5,0.71,NA,NA,1998-01-25,"dls",NA,NA
"hawk","u",1992-06-23,"r","gw",NA,"0","1",1992,"talek",9,0.11,NA,NA,1992-08-26,"dead",NA,NA
"hbs","u",1994-01-05,"r","hk",NA,"1",NA,1994,"talek",18,-0.47,NA,NA,1994-03-05,"dead",NA,NA
"hck","u",1996-09-24,"r","who",NA,"1","1",1996,"talek",4,0.79,NA,NA,1996-10-30,"dead",NA,NA
"hd","m",1988-11-10,"r","dj",NA,"0","1",1988,"talek",3,0.8,1989-06-24,1989-11-14,1990-06-06,"dead",NA,NA
"hds","u",1998-04-15,"r","jab",NA,NA,NA,1998,"talek",9,0.42,NA,NA,1998-04-22,"dls",NA,NA
"heif","u",2014-01-15,"r","idi",NA,NA,NA,2014,"talek",44,-0.91,NA,NA,2014-02-27,"dls",NA,NA
"hel","f",2006-02-01,"r","mrph",NA,NA,NA,2006,"talek",1,1,2006-11-11,2006-12-30,2022-02-10,"dls",NA,2007-12-20
"helm","m",2012-04-03,"r","yog",NA,"1",NA,2012,"talek",38,-0.48,2012-12-28,NA,2013-03-06,"dls",NA,NA
"help","u",2014-03-09,"r","ele",NA,"1",NA,2014,"serena.n",11,-0.17,NA,NA,2014-05-03,"dls",NA,NA
"hem","f",1997-09-26,"r","who","fa","1","1",1997,"talek",5,0.71,1998-07-07,1998-08-10,2006-12-22,"dls",NA,2001-04-24
"hemi","m",2015-06-20,"r","decm",NA,"1","2",2015,"talek",2,0.95,2016-03-17,2016-06-16,2016-06-19,"dls",NA,NA
"her","m",1998-11-20,"r","mrph",NA,"1","2",1998,"talek",2,0.92,1999-07-19,1999-12-09,2003-01-10,"dls",NA,NA
"hex","f",2003-03-04,"r","bail",NA,NA,NA,2003,"talek",17,-1,2003-11-07,2004-01-17,2016-04-13,"dls",NA,2006-11-11
"hg","f",1992-09-15,"r","dj","zip","1","1",1992,"talek",4,0.66,1993-03-29,1993-08-06,2003-01-22,"dls",NA,1996-08-25
"hgrd","m",2012-10-13,"r","hon",NA,NA,NA,2012,"talek",34,-0.32,2013-08-29,2013-10-30,2014-01-10,"dls",NA,NA
"hibi","m",2015-02-28,"r","maa",NA,"1","2",2015,"talek",21,0.06,NA,2015-10-20,2016-01-27,"dls",NA,NA
"higs","m",2013-05-31,"r","ojy",NA,"0",NA,2013,"happy.zebra",9,-0.33,2013-10-17,2013-12-21,2015-12-01,"dls",NA,NA
"hilt","u",2011-03-01,"r","hwk",NA,"1","2",2011,"happy.zebra",6,0.09,NA,NA,2011-04-05,"dls",NA,NA
"hio","f",2004-01-05,"r","ger",NA,"0",NA,2004,"talek",12,-0.46,2004-09-02,NA,2004-10-05,"dls",NA,NA
"hito","f",2015-06-20,"r","decm",NA,"1","1",2015,"talek",2,0.95,2016-03-17,2016-07-11,NA,"dls",NA,2017-11-25
"hk","f",1990-11-20,"r","23s","sy","1","2",1990,"talek",17,-0.6,1991-08-31,1991-12-15,1995-01-28,"dls",NA,1993-09-17
"hml","f",1997-06-01,"r","ger","fn","1","2",1997,"talek",14,0.07,1998-01-21,1998-10-20,2012-10-01,"dls",NA,2000-07-31
"hnbl","f",2009-04-10,"r","slin",NA,"1","1",2009,"serena.s",3,0.71,2010-05-02,2009-12-06,2011-01-02,"dls",NA,NA
"hob","f",1991-07-20,"r","es","int","1","2",1991,"talek",17,-0.6,1992-04-07,1992-10-01,1999-05-06,"dls",NA,1994-09-09
"hobs","m",2015-10-28,"r","ink",NA,"1","2",2015,"serena.n",15,-0.4,NA,NA,2016-04-16,"dls",NA,NA
"hoco","m",2015-07-26,"r","dk",NA,"1","2",2015,"talek",44,-1,NA,2016-09-02,NA,"dls",NA,NA
"hoho","f",2016-10-29,"r","rama",NA,"0",NA,2016,"serena.n",19,-0.63,2017-08-19,NA,NA,"",NA,2022-04-01
"hon","f",2008-04-18,"r","mp",NA,"1","2",2008,"talek",11,-0.05,2008-12-03,2009-04-15,2014-04-03,"dead",NA,2012-06-25
"honr","f",2014-07-18,"r","mtn",NA,"1","1",2014,"serena.s",17,-0.77,2015-03-16,2015-07-22,NA,"dls",NA,2017-03-14
"hoo","f",1999-04-16,"r","nav","chas","0",NA,1999,"talek",17,-0.06,1999-11-28,2000-06-03,2001-12-16,"dls",NA,NA
"hope","m",2014-03-30,"r","baez",NA,"1",NA,2014,"talek",42,-0.82,2014-10-20,2014-11-13,2017-10-14,"dls",NA,NA
"hoth","m",2011-11-25,"r","parc",NA,"0",NA,2011,"talek",16,0.21,NA,NA,2012-05-15,"dls",NA,NA
"hp","m",1991-04-01,"r","coch",NA,"1","2",1991,"talek",5,0.6,1992-01-07,1992-07-16,1994-07-30,"dls",NA,NA
"hrdy","u",2012-12-09,"r","peep",NA,"1","2",2012,"serena.n",3,0.8,NA,NA,2013-02-12,"dead",NA,NA
"hrm","m",2004-05-20,"r","mrph",NA,"1","2",2004,"talek",1,1,2005-03-01,2005-03-15,2008-05-24,"dls",NA,NA
"hrpy","f",2009-10-29,"r","pan",NA,NA,NA,2009,"talek",3,0.8,2010-05-22,2010-06-17,2018-02-27,"dls",NA,2012-10-07
"hrsh","m",2016-12-27,"r","wafl",NA,"1","1",2016,"serena.n",1,1,2017-09-11,NA,2020-10-20,"dls",NA,NA
"hrtz","m",2016-07-19,"r","buar",NA,NA,NA,2016,"talek",1,1,2017-05-09,2017-04-05,NA,"dls",NA,NA
"hs","u",2011-02-21,"r","mtn",NA,"1",NA,2011,"serena.s",17,-0.88,NA,NA,2011-05-09,"dls",NA,NA
"hsky","u",2014-12-01,"r","tru",NA,"1","2",2014,"serena.s",15,-0.55,NA,NA,2015-02-21,"dead",NA,NA
"hucn","m",2011-09-12,"r","rbc",NA,"1","1",2011,"serena.n",3,0.78,2012-07-15,2012-08-24,2014-09-24,"dls",NA,NA
"huk","m",2017-05-07,"r","tero",NA,"1","1",2017,"serena.n",21,-0.9,2018-02-09,NA,2019-05-08,"",NA,NA
"hum","m",2004-10-30,"r","mp",NA,"1","1",2004,"talek",10,-0.2,2005-09-24,2005-08-29,2006-07-07,"dead",NA,NA
"humb","m",2009-03-01,"r","ali",NA,"1","2",2009,"talek",11,0.04,NA,NA,2009-08-12,"dls",NA,NA
"hump","u",2011-08-16,"r","sam",NA,NA,NA,2011,"talek",19,0.05,2012-05-26,2012-04-21,2012-06-08,"dls",NA,NA
"hung","m",2010-02-11,"r","wafl",NA,"1","2",2010,"serena.n",17,-0.88,2010-12-17,2011-04-09,2012-03-22,"dls",NA,NA
"hus","u",2011-03-01,"r","hwk",NA,"1","1",2011,"happy.zebra",6,0.09,NA,NA,2011-04-05,"dls",NA,NA
"hyd","u",2006-10-25,"r","pan",NA,"1","2",2006,"talek",2,0.87,2007-04-26,NA,2007-08-02,"dls",NA,NA
"hydg","m",2012-04-03,"r","yog",NA,"1",NA,2012,"talek",38,-0.48,2012-12-28,2013-06-06,2014-05-17,"dls",2014-05-17,NA
"idi","f",2010-11-13,"r","roos",NA,NA,NA,2010,"talek",27,-0.85,2011-05-30,2011-11-11,2014-04-03,"dead",NA,2013-09-27
"idna","f",2018-12-24,"r","thls",NA,"0",NA,2018,"happy.zebra",7,0.47,2019-12-24,NA,2020-10-05,"dls",NA,NA
"igua","f",2010-12-21,"r","hel",NA,"1","1",2010,"talek",4,0.78,2011-08-05,2011-09-25,2011-12-05,"dls",NA,NA
"iiii","m",2014-04-01,"r","whiz",NA,"0",NA,2014,"serena.s",4,0.66,NA,2014-12-23,2015-01-29,"dead",NA,NA
"ika","m",2013-01-25,"r","hrpy",NA,"1",NA,2013,"talek",8,0.7,2013-08-10,2013-10-23,2015-03-05,"dls",NA,NA
"ilvo","f",2018-07-28,"r","wafl",NA,"1","1",2018,"serena.n",1,1,2019-03-17,NA,NA,"",NA,2022-11-17
"ind","m",1998-12-02,"r","bail","chas","1","1",1998,"talek",21,-0.42,1999-08-06,1999-07-21,2002-08-18,"dls",NA,NA
"infy","f",2018-11-03,"r","avln",NA,"0",NA,2018,"happy.zebra",15,-0.21,2019-10-16,NA,NA,"",NA,NA
"irq","m",1994-01-10,"r","coch",NA,"1",NA,1994,"talek",7,0.47,1994-11-30,1994-11-08,1996-10-13,"dls",NA,NA
"ivy","u",2011-10-25,"r","tilt",NA,"0",NA,2011,"talek",28,-0.42,NA,NA,2011-12-09,"dls",NA,NA
"iz","f",1989-12-04,"r","brad",NA,"0","1",1989,"talek",16,-0.3,1990-04-23,NA,1991-08-16,"dead",NA,NA
"j","f",1988-10-11,"r","67",NA,"1","2",1988,"talek",13,-0.14,1989-06-07,1989-09-01,1989-11-29,"dls",NA,NA
"jaa","u",1998-11-03,"r","sein",NA,"0",NA,1998,"talek",3,0.85,NA,NA,1998-11-12,"dls",NA,NA
"jab","f",1992-02-02,"r","bb",NA,"1",NA,1992,"talek",2,0.88,1992-10-21,1992-09-16,1998-04-26,"dls",NA,1994-03-19
"jame","m",2015-04-17,"r","roos",NA,"1",NA,2015,"talek",42,-0.9,NA,2016-06-29,2018-08-05,"dls",NA,NA
"jan","u",1997-11-15,"r","bail",NA,"1","2",1997,"talek",21,-0.42,NA,NA,1998-01-05,"dls",NA,NA
"jann","u",2017-07-25,"r","rang",NA,"1","2",2017,"serena.s",3,0.8,NA,NA,2017-12-06,"dls",NA,NA
"jas","m",1999-04-17,"r","gol","darw","1","1",1999,"talek",23,-0.46,1999-12-03,2000-07-09,2002-01-09,"dls",NA,NA
"jaw","f",1993-11-25,"r","dj",NA,"2","1",1993,"talek",4,0.7,NA,NA,1994-03-05,"dead",NA,NA
"jb","f",1993-06-26,"r","bsh","fn","1","1",1993,"talek",1,1,1994-03-22,1994-02-17,1997-12-03,"dls",NA,1995-09-14
"jc","m",2004-10-16,"r","bail",NA,"1","2",2004,"talek",16,-1,2005-07-02,2005-07-30,2008-05-24,"dls",NA,NA
"jd","m",2009-08-09,"r","bor",NA,"1","1",2009,"serena.s",9,-0.14,2010-07-26,2010-07-07,2013-08-25,"dls",NA,NA
"je","f",1988-11-20,"r","sr",NA,"1","1",1988,"talek",10,0.14,1989-09-08,1990-05-31,1991-02-07,"dls",NA,NA
"jean","m",2010-08-29,"r","spb",NA,"1","2",2010,"happy.zebra",9,-0.45,2011-07-13,2011-07-18,2011-12-24,"dls",NA,NA
"jebe","m",2015-05-11,"r","bora",NA,"1","1",2015,"talek",22,0.02,2016-03-16,NA,2016-05-05,"dls",NA,NA
"jeev","f",2010-07-14,"r","bab",NA,"1","1",2010,"talek",26,-0.78,2011-05-17,2011-07-29,2013-04-24,"dls",NA,NA
"jeff","m",2007-03-02,"r","nav",NA,NA,NA,2007,"talek",12,-0.46,NA,2008-07-24,2011-03-05,"dls",NA,NA
"jemi","m",2016-07-22,"r","rang",NA,"0",NA,2016,"serena.s",2,0.91,2017-02-25,NA,2017-03-19,"dls",NA,NA
"jerk","f",2012-12-02,"r","clov",NA,NA,NA,2012,"serena.s",2,0.87,NA,NA,2013-03-24,"dls",NA,NA
"jett","u",2014-02-23,"r","arro",NA,"1","1",2014,"serena.n",8,0.17,2014-09-23,2015-01-25,2016-06-27,"dls",NA,NA
"jib","m",1998-11-29,"r","cr",NA,"1","2",1998,"talek",18,-0.21,NA,NA,1999-05-12,"dead",NA,NA
"jic","m",2007-03-01,"r","hex",NA,"1",NA,2007,"talek",15,-0.86,NA,2008-01-14,2010-01-13,"dls",NA,NA
"jigs","m",2010-10-21,"r","slin",NA,NA,NA,2010,"serena.s",3,0.76,2011-08-27,2011-07-24,2014-06-09,"dls",NA,NA
"jj","f",1992-09-15,"r","dj","zip","1","2",1992,"talek",4,0.66,1993-03-29,1993-08-06,2003-01-29,"dead",NA,1996-07-27
"jlp","f",2010-01-27,"r","mtn",NA,"0",NA,2010,"serena.s",16,-0.76,2010-11-30,2010-11-22,NA,"dls",NA,2013-10-01
"jlt","m",2013-03-23,"r","mgta",NA,"1","2",2013,"talek",11,0.57,2014-01-07,2013-12-04,2022-04-07,"dls",NA,NA
"jlyr","f",2012-08-01,"r","boom",NA,"1","1",2012,"happy.zebra",2,0.83,2013-08-05,2013-08-26,NA,"dls",NA,2015-09-16
"jmsn","m",2009-08-09,"r","bor",NA,"1","2",2009,"serena.s",9,-0.14,2010-06-30,2010-07-07,2013-05-19,"dls",NA,NA
"jnga","m",2006-01-14,"r","adon",NA,"1","1",2006,"talek",5,0.5,2006-08-16,2006-10-31,2007-03-08,"dls",NA,NA
"jolt","u",1996-01-02,"r","jb",NA,"0",NA,1996,"talek",2,0.93,NA,NA,1996-03-16,"dead",NA,NA
"jone","f",1995-08-01,"r","jab","fn","1","1",1995,"talek",5,0.72,1996-04-16,1996-07-15,1997-05-25,"dls",NA,NA
"jord","m",2008-07-20,"r","ffl",NA,"1","2",2008,"talek",13,-0.26,2009-05-04,2009-07-14,2011-07-05,"dls",NA,NA
"joul","f",2015-06-20,"r","buar",NA,"1","1",2015,"talek",1,1,2016-03-03,2016-05-04,NA,"dls",NA,2017-04-19
"jude","f",2012-11-17,"r","ele",NA,"1","2",2012,"serena.n",14,-0.3,2013-09-12,2013-10-18,NA,"dls",NA,2015-11-08
"juju","f",2016-10-20,"r","snap",NA,"1","1",2016,"happy.zebra",10,0.1,NA,2017-05-24,NA,"dls",NA,2021-05-31
"julp","f",2015-05-02,"r","snap",NA,"1","2",2015,"happy.zebra",8,0.22,NA,2016-01-20,2016-03-11,"dls",NA,NA
"juno","f",2008-04-20,"r","mrph",NA,"1","1",2008,"talek",1,1,2009-01-28,2009-02-24,2021-05-29,"dls",NA,2009-11-16
"jup","m",2001-01-05,"r","oke",NA,"1","2",2001,"talek",10,-0.05,2001-09-18,2002-05-25,2002-12-17,"dls",NA,NA
"jut","f",1998-11-30,"r","ger","pos","1","1",1998,"talek",15,0,1999-06-20,1999-12-24,2003-11-24,"dls",NA,2001-10-24
"jwlk","u",2010-11-26,"r","bor",NA,"1","2",2010,"serena.s",11,-0.17,NA,NA,2011-06-16,"dls",NA,NA
"jy","m",1989-08-05,"r","lg",NA,"1","2",1989,"talek",12,0.04,1990-04-17,NA,1990-05-02,"dead",NA,NA
"kal","f",2006-08-07,"r","art",NA,"1","2",2006,"talek",6,0.37,NA,NA,2007-03-13,"",NA,NA
"kang","m",1996-10-07,"r","lg",NA,"1","1",1996,"talek",28,-0.86,1997-05-13,1997-11-21,1998-02-15,"dls",NA,NA
"kani","f",2016-01-29,"r","hrpy",NA,NA,NA,2016,"talek",14,0.55,2016-10-07,2017-03-14,NA,"dls",NA,2021-11-10
"kant","u",2000-07-30,"r","mali",NA,"0",NA,2000,"talek",5,0.46,NA,NA,2000-09-03,"dls",NA,NA
"kapu","f",2016-08-11,"r","java",NA,"1","1",2016,"serena.s",1,1,2017-02-25,NA,2021-02-19,"dls",NA,NA
"kata","m",2010-02-16,"r","pike",NA,"1","2",2010,"happy.zebra",2,0.81,2010-11-23,2010-11-03,2021-07-02,"dls",2013-03-13,NA
"kath","m",2014-02-23,"r","arro",NA,"1","2",2014,"serena.n",8,0.17,2014-09-24,2015-01-25,2018-09-06,"dls",2017-06-18,NA
"kbk","m",1988-08-23,"r","kb",NA,"0","1",1988,"talek",2,0.9,1989-05-22,1989-06-12,1993-07-27,"dls",NA,NA
"kcha","m",2013-03-04,"r","avce",NA,"1",NA,2013,"talek",37,-0.53,NA,NA,2013-06-13,"dead",NA,NA
"kdy","m",2000-10-03,"r","nav",NA,"1","2",2000,"talek",10,-0.2,2001-07-30,2002-07-19,2006-03-31,"dls",2004-03-03,NA
"keng","f",2014-03-17,"r","aqua","ksmu","1","2",2014,"talek",13,0.46,2014-11-12,2014-12-18,NA,"dls",NA,2016-10-19
"kerm","u",1994-12-28,"r","hob",NA,"0",NA,1994,"talek",22,-0.82,NA,NA,1995-01-05,"dead",NA,NA
"kero","u",2015-07-12,"r","ted",NA,"1","2",2015,"talek",14,0.39,NA,2016-05-02,2018-02-16,"dls",NA,NA
"kier","f",2000-12-25,"r","mali",NA,"1","2",2000,"talek",5,0.46,2001-11-03,2002-04-07,2005-06-03,"dls",NA,2004-05-14
"kik","m",2002-11-24,"r","art",NA,NA,NA,2002,"talek",2,0.86,2003-10-01,2003-09-12,2006-09-19,"dls",NA,NA
"kill","u",2012-01-18,"r","digs",NA,"1","2",2012,"serena.n",4,0.7,NA,NA,2012-02-21,"dls",NA,NA
"kilo","m",2015-06-20,"r","buar",NA,"1","2",2015,"talek",1,1,2016-03-03,2016-05-04,NA,"dls",NA,NA
"king","f",2006-04-01,"r","ali",NA,"1","1",2006,"talek",8,0.12,NA,2007-04-02,2007-11-06,"dls",NA,NA
"kips","f",2009-10-25,"r","art",NA,"0",NA,2009,"talek",8,0.33,2010-07-15,2010-09-14,2010-11-22,"dls",NA,NA
"kirk","u",2015-12-25,"r","mtn",NA,"0",NA,2015,"serena.s",15,-0.75,NA,NA,2016-01-29,"dls",NA,NA
"kita","m",2016-01-17,"r","tru",NA,"1","1",2016,"serena.s",20,-0.65,2017-02-22,2017-08-15,2019-01-06,"dls",NA,NA
"kk","m",1990-12-15,"r","bf","65","1","2",1990,"talek",16,-0.5,1991-08-30,NA,1992-01-17,"dead",NA,NA
"kkat","f",2016-10-04,"r","ink",NA,"1","1",2016,"serena.n",15,-0.27,2017-07-09,NA,2019-02-01,"",NA,NA
"kl","f",1993-07-07,"r","ua","sy","1","2",1993,"talek",9,0.2,1994-03-23,1994-07-27,1994-12-30,"dls",NA,NA
"kng","m",2016-12-11,"r","erem",NA,"1","1",2016,"happy.zebra",5,0.6,NA,NA,2020-10-07,"dls",2020-01-02,NA
"knin","f",2015-06-04,"r","jlp",NA,"1","1",2015,"serena.s",16,-0.87,2016-09-13,2016-10-09,NA,"dls",NA,2019-08-24
"knot","f",2014-08-23,"r","buar",NA,"1","1",2014,"talek",2,0.95,NA,2015-04-03,NA,"dls",NA,2017-05-03
"koal","m",2012-06-04,"r","sau",NA,"1","1",2012,"serena.n",9,0.2,2013-04-22,2013-08-04,2015-01-14,"dls",NA,NA
"koin","u",2011-12-21,"r","lyle",NA,"1","2",2011,"talek",36,-0.84,NA,NA,2012-05-15,"dls",NA,NA
"komo","f",2010-10-10,"r","java",NA,"1","2",2010,"serena.s",2,0.88,2011-07-02,2011-11-07,2017-05-26,"dls",NA,2013-06-28
"kon","m",1995-01-25,"r","ua",NA,"1","2",1995,"talek",17,-0.1,1995-10-24,1996-07-15,2000-06-16,"dls",NA,NA
"kopa","m",2012-08-08,"r","cart",NA,NA,NA,2012,"talek",50,-0.96,NA,NA,2013-03-30,"dls",NA,NA
"korb","m",2012-05-27,"r","mtn",NA,"1",NA,2012,"serena.s",15,-0.75,2013-05-19,NA,2013-07-07,"dls",NA,NA
"kq","m",2015-07-24,"r","muon",NA,"0",NA,2015,"happy.zebra",14,-0.44,NA,NA,2016-03-06,"dls",NA,NA
"krav","u",2017-04-01,"r","lanc",NA,"0",NA,2017,"happy.zebra",2,0.9,NA,NA,2017-05-31,"dls",NA,NA
"krgr","m",2009-04-10,"r","slin",NA,"1","2",2009,"serena.s",3,0.71,2010-04-10,2009-12-06,2010-05-02,"dls",NA,NA
"krk","m",1992-01-10,"r","kb","mrb","1","1",1992,"talek",3,0.77,1992-08-15,1993-03-28,1994-02-06,"dls",NA,NA
"krkn","f",2016-10-08,"r","clay",NA,"1","1",2016,"happy.zebra",2,0.9,NA,NA,NA,"dls",NA,2021-07-22
"kryp","m",2007-11-01,"r","yog",NA,"0",NA,2007,"talek",11,-0.33,2008-09-16,2008-08-28,2010-07-22,"dls",NA,NA
"ksi","m",2005-01-03,"r","art",NA,"0",NA,2005,"talek",5,0.55,2005-10-17,2006-02-08,2009-08-21,"dls",2008-05-25,NA
"ktn","m",2000-12-15,"r","csn",NA,"0",NA,2000,"talek",2,0.86,NA,2001-06-15,2003-01-22,"",NA,NA
"kwan","u",2014-03-30,"r","baez",NA,"1",NA,2014,"talek",42,-0.82,NA,NA,2014-05-13,"dls",NA,NA
"kxb","m",1992-01-10,"r","kb",NA,"1","2",1992,"talek",3,0.77,1992-08-15,1993-03-28,1994-02-23,"dls",NA,NA
"ky","m",1989-08-05,"r","lg",NA,"1","1",1989,"talek",12,0.04,1990-04-18,NA,1990-05-20,"dead",NA,NA
"lady","m",2012-11-17,"r","shrm",NA,"1","1",2012,"serena.n",7,0.4,2013-06-27,2013-10-05,2019-02-02,"dls",NA,NA
"lak","u",2009-06-15,"r","cart",NA,"1","2",2009,"talek",20,-0.8,NA,NA,2009-08-13,"dls",NA,NA
"lali","f",2014-10-31,"r","lcs",NA,"0",NA,2014,"serena.n",18,-1,NA,2015-05-21,2016-04-12,"dls",NA,NA
"lana","f",2016-10-17,"r","ted",NA,"1",NA,2016,"talek",20,0.35,2018-02-27,NA,NA,"dls",NA,2022-09-14
"lanc","f",2015-02-04,"r","pike",NA,"1","1",2015,"happy.zebra",1,1,2015-09-21,2015-11-13,NA,"dls",NA,2016-12-12
"lari","m",2016-10-31,"r","byte",NA,"1","2",2016,"talek",3,0.93,2017-10-23,NA,2020-01-05,"dls",NA,NA
"lav","m",2008-02-20,"r","mos",NA,"1","1",2008,"talek",4,0.68,2008-10-15,2008-10-23,2011-06-16,"dls",2010-11-22,NA
"lazr","u",2014-04-01,"r","yog",NA,"1","1",2014,"talek",31,-0.33,2014-12-04,2015-01-28,2016-01-20,"dls",NA,NA
"lazy","f",2013-12-01,"r","arg",NA,"1","2",2013,"talek",36,-0.48,NA,NA,2014-05-29,"dead",NA,NA
"lbm","f",1993-09-15,"r","sx",NA,"0",NA,1993,"talek",7,0.4,NA,NA,1994-03-05,"dead",NA,NA
"ldv","m",1997-11-24,"r","hg","mer","1","2",1997,"talek",12,0.21,1998-08-06,1999-03-13,2007-04-23,"dead",NA,NA
"ldz","u",1996-10-13,"r","bail",NA,"1",NA,1996,"talek",21,-0.37,NA,NA,1996-12-15,"dead",NA,NA
"lear","m",2001-08-10,"r","ger",NA,"1","2",2001,"talek",11,-0.17,NA,NA,2001-10-07,"dls",NA,NA
"lee","f",2011-07-16,"r","ffl",NA,"1","2",2011,"talek",29,-0.47,2012-07-09,2012-10-24,2013-02-12,"dls",NA,NA
"lefi","m",2016-05-15,"r","slin",NA,"1","1",2016,"serena.s",10,0.21,2017-02-25,NA,2019-02-03,"dls",NA,NA
"lelo","m",2011-11-02,"r","ao",NA,"1","1",2011,"happy.zebra",5,0.27,NA,NA,2012-06-13,"dls",NA,NA
"len","m",2003-03-04,"r","bail",NA,NA,NA,2003,"talek",17,-1,2003-11-13,2004-01-18,2004-05-18,"dls",NA,NA
"levi","u",2010-01-13,"r","ffl",NA,"1","1",2010,"talek",21,-0.42,NA,NA,2010-01-27,"dls",NA,NA
"lewa","m",2015-07-12,"r","ted",NA,"1","1",2015,"talek",14,0.39,NA,2016-05-02,2018-08-06,"dls",NA,NA
"lftm","m",2018-10-26,"r","rmon",NA,"1","1",2018,"serena.n",10,0.14,2019-10-26,NA,2022-03-24,"dls",NA,NA
"lgnd","f",2016-07-04,"r","atac",NA,NA,NA,2016,"talek",9,0.72,2015-01-19,2017-08-01,NA,"dls",NA,NA
"life","u",2016-12-12,"r","trex",NA,"1",NA,2016,"serena.n",21,-0.81,NA,NA,2017-03-11,"dls",NA,NA
"lil","m",1993-06-26,"r","bsh",NA,"1","2",1993,"talek",1,1,NA,NA,1993-09-26,"dead",NA,NA
"linc","m",1996-10-23,"r","nav","mike","1","1",1996,"talek",14,0.1,1997-06-29,1997-11-10,2001-01-05,"dls",NA,NA
"lira","f",1995-11-18,"r","gol",NA,"0",NA,1995,"talek",27,-0.79,NA,NA,1996-03-22,"dead",NA,NA
"lj","m",2005-04-15,"r","bsl",NA,"1","1",2005,"talek",17,-0.77,2005-09-27,NA,2005-11-20,"dls",NA,NA
"lmbo","f",2016-12-28,"r","bban",NA,"1","2",2016,"serena.s",7,0.47,2017-08-12,NA,NA,"dls",NA,2020-03-29
"lndo","u",2012-05-27,"r","mtn",NA,"1",NA,2012,"serena.s",15,-0.75,NA,NA,2012-08-09,"dls",NA,NA
"lobi","f",2017-09-19,"r","soup",NA,"1","1",2017,"serena.n",2,0.9,2018-09-14,NA,NA,"",NA,2021-06-20
"lock","f",2010-11-08,"r","silk",NA,"2","1",2010,"happy.zebra",11,-0.81,2011-11-08,NA,2012-05-18,"dls",NA,NA
"logc","f",2010-02-11,"r","wafl","glg","1","1",2010,"serena.n",17,-0.88,2010-12-17,2011-04-09,2015-10-02,"dls",NA,2012-12-27
"loha","u",2015-10-29,"r","wran",NA,"0","1",2015,"talek",33,-0.48,NA,NA,2016-02-21,"dls",NA,NA
"loki","f",2008-04-20,"r","mrph",NA,"1","2",2008,"talek",1,1,2009-01-28,2009-02-24,2014-04-12,"dead",NA,2010-07-14
"lole","m",2014-10-08,"r","arba",NA,"1","2",2014,"happy.zebra",2,0.86,2015-05-16,2015-07-04,2015-09-19,"dls",NA,NA
"lop","f",1995-02-15,"r","who",NA,"0",NA,1995,"talek",4,0.79,1995-12-09,1995-11-15,1997-03-01,"dead",NA,NA
"lotu","u",2015-10-31,"r","chco",NA,"0","1",2015,"talek",32,-0.44,NA,NA,2016-04-09,"dls",NA,NA
"lrax","f",2015-12-14,"r","pala",NA,"0",NA,2015,"serena.s",11,-0.25,2016-09-13,2016-09-26,2016-12-21,"dls",NA,NA
